번호 Number,등급 Level,어휘 Vocabulary,품사 Word class,길잡이말 Guide
659,6급,도약,명사,도약 자세
660,6급,도처,명사,도처에 널리다
661,6급,도태,명사,도태를 겪다
662,6급,독거노인00,명사,독거노인을 돕다
663,6급,독사,명사,독사에 물리다
664,6급,독선적01∙ 독선적02,관형사∙ 명사,독선적 성격
665,6급,독성,명사,독성 물질
666,6급,독자적01∙ 독자적02,관형사∙ 명사,독자적 행동
667,6급,독재,명사,독재 정권
668,6급,독재자,명사,독재자가 되다
669,6급,독점,명사,독점 광고
670,6급,독창성,명사,예술적 독창성
671,6급,돈독하다,형용사,우애가 돈독하다
672,6급,돌아다보다,동사,뒤를 돌아다보다
673,6급,돌연변이,명사,돌연변이 유전자
674,6급,돌파,명사,정면 돌파
675,6급,동경02,명사,동경의 대상
676,6급,동등,명사,기회 동등
677,6급,동력,명사,동력 장치
678,6급,동맥,명사,동맥 경화
679,6급,동메달,명사,동메달을 따다
680,6급,동문서답,명사,
681,6급,동병상련,명사,
682,6급,동상이몽,명사,
683,6급,동성02,명사,동성 친구
684,6급,동시통역,명사,동시통역 기능
685,6급,동요01,명사,건물의 동요
686,6급,동적01∙ 동적02,관형사∙ 명사,동적 활동
687,6급,동정02,명사,동정을 느끼다
688,6급,동질성,명사,문화적 동질성
689,6급,동참,명사,시민들의 동참
690,6급,동향03,명사,연구 동향
691,6급,동호인,명사,여행 동호인
692,6급,되뇌다,동사,입버릇처럼 되뇌다
693,6급,되새기다,동사,말씀을 되새기다
694,6급,된소리,명사,된소리 발음
695,6급,두각,명사,두각을 나타내다
696,6급,두루,부사,두루 갖추다
697,6급,두툼하다,형용사,고기가 두툼하다
698,6급,둑,명사,둑을 쌓다
699,6급,둘러앉다,동사,밥상에 둘러앉다
700,6급,둥그렇다,형용사,보름달이 둥그렇다
701,6급,둥둥02,부사,둥둥 떠내려가다
702,6급,뒤덮이다,동사,눈으로 뒤덮이다
703,6급,뒤돌아보다,동사,휙 뒤돌아보다
704,6급,뒤바뀌다,동사,순서가 뒤바뀌다
705,6급,뒤섞이다,동사,여러 가지가 뒤섞이다
706,6급,뒤엉키다,동사,차들이 뒤엉키다
707,6급,뒤적이다,동사,주머니를 뒤적이다
708,6급,뒤죽박죽,명사,뒤죽박죽으로 섞이다
709,6급,뒤쫓다,동사,범인을 뒤쫓다
710,6급,뒤통수,명사,뒤통수를 긁다
711,6급,뒤틀리다,동사,몸이 뒤틀리다
712,6급,뒷바라지,명사,아들 뒷바라지
713,6급,뒷일,명사,뒷일을 부탁하다
714,6급,뒷전,명사,뒷전에 서다
715,6급,뒹굴다,동사,진흙탕을 뒹굴다
716,6급,드러눕다,동사,바닥에 드러눕다
717,6급,드리우다,동사,커튼이 드리우다
718,6급,드세다,형용사,고집이 드세다
719,6급,득점,명사,득점과 실점
720,6급,들끓다,동사,벌레로 들끓다
721,6급,들뜨다,동사,들뜬 기분
722,6급,들락날락하다,동사,이곳저곳 들락날락하다
723,6급,들먹이다,동사,약점을 들먹이다
724,6급,들썩이다,동사,어깨가 들썩이다
725,6급,들어맞다,동사,예상이 들어맞다
726,6급,들어차다,동사,물이 들어차다
727,6급,들여놓다,동사,안으로 들여놓다
728,6급,들여다보이다,동사,집 안이 들여다보이다
729,6급,들이닥치다,동사,경찰들이 들이닥치다
730,6급,들이마시다02,동사,숨을 들이마시다
731,6급,들이켜다,동사,물을 들이켜다
732,6급,들추다,동사,이불을 들추다
733,6급,등04,명사,등을 밝히다
734,6급,등골01,명사,등골이 서늘하다
735,6급,등급/ 등급00,명사/의존명사,등급을 나누다
736,6급,등용문,명사,등용문을 거치다
737,6급,등재00,명사,잡지 등재
738,6급,등지,의존명사,"서울, 부산 등지"
739,6급,등지다,동사,친구와 등지다
740,6급,딛다,동사,땅에 발을 딛다
741,6급,따돌리다,동사,친구를 따돌리다
742,6급,따라나서다,동사,친구를 따라나서다
743,6급,딱하다,형용사,사정이 딱하다
744,6급,딱히02,부사,딱히 갈 곳이 없다
745,6급,때마침,부사,때마침 만나다
746,6급,떠넘기다,동사,책임을 떠넘기다
747,6급,떠다니다,동사,둥둥 떠다니다
748,6급,떠돌아다니다,동사,정처 없이 떠돌아 다니다
749,6급,떠밀리다,동사,밖으로 떠밀리다
750,6급,떨구다,동사,고개를 떨구다
751,6급,떨치다01,동사,이름을 떨치다
752,6급,떨치다02,동사,걱정을 떨치다
753,6급,뜨이다,동사,눈이 번쩍 뜨이다
754,6급,뜯어내다,동사,달력을 뜯어내다
755,6급,띄어쓰기,명사,띄어쓰기 규칙
756,6급,로맨틱00,명사,로맨틱한 분위기
757,6급,리그,명사,축구 리그
758,6급,마누라,명사,마누라를 얻다
759,6급,마다하다,동사,권유를 마다하다
760,6급,마지못하다,형용사,마지못한 걸음을 하다
761,6급,마취,명사,전신 마취
762,6급,막강,명사,막강 체력
763,6급,막다르다,형용사,막다른 길
764,6급,막대,명사,나무 막대
765,6급,막대하다,형용사,막대한 손실
766,6급,막론하다,동사,남녀노소를 막론하다
767,6급,막무가내,명사,
768,6급,막바지,명사,막바지로 접어들다
769,6급,막상막하,명사,
770,6급,막연히,부사,막연히 생각하다
771,6급,막중하다,형용사,책임이 막중하다
772,6급,막힘없이,부사,막힘없이 말하다
773,6급,만끽00,명사,자유 만끽
774,6급,만사,명사,만사가 귀찮다
775,6급,만세00・ 만세03,감탄사・ 명사,만세 소리
776,6급,만연,명사,전염병 만연
777,6급,만장일치,명사,
778,6급,맏형,명사,맏형 노릇
779,6급,말단,명사,말단 직원
780,6급,말문,명사,말문이 막히다
781,6급,말미암다,동사,부주의로 말미암다
782,6급,말솜씨,명사,말솜씨가 좋다
783,6급,말썽,명사,말썽을 부리다
784,6급,망03,명사,망을 씌우다
785,6급,망신,명사,망신을 당하다
786,6급,망원경,명사,망원경으로 보다
787,6급,망치,명사,망치로 두드리다
788,6급,맞먹다,동사,맞먹는 거리
789,6급,맞붙다,동사,서로 맞붙다
790,6급,맞아떨어지다,동사,계산이 맞아떨어지다
791,6급,맞장구,명사,맞장구를 치다
792,6급,맞춤,명사,맞춤 구두
793,6급,매04,의존명사,원고지 백 매
794,6급,매기다,동사,점수를 매기다
795,6급,매니저,명사,연예인 매니저
796,6급,매듭,명사,매듭을 짓다
797,6급,매료00,명사,청중을 매료하다
798,6급,매립,명사,매립 공사
799,6급,매장01,명사,시신 매장
800,6급,매진02,명사,학업에 매진을 하다
801,6급,맥,명사,맥이 빠지다
802,6급,맥락,명사,같은 맥락
803,6급,맥박,명사,맥박이 뛰다
804,6급,맴돌다,동사,주변을 맴돌다
805,6급,맵시,명사,맵시가 나다
806,6급,맹렬하다,형용사,맹렬한 기세
807,6급,맺히다,동사,열매가 맺히다
808,6급,머금다,동사,물을 머금다
809,6급,머리맡,명사,머리맡에 앉다
810,6급,먹구름,명사,먹구름이 끼다
811,6급,멀다01,동사,눈이 멀다
812,6급,멋스럽다,형용사,옷차림이 멋스럽다
813,6급,멍들다,동사,무릎이 멍들다
814,6급,면모,명사,면모를 살피다
815,6급,면역,명사,면역 체계
816,6급,면회,명사,면회를 가다
817,6급,명당,명사,최고의 명당
818,6급,명료하다,형용사,명료한 표현
819,6급,명목,명사,명목을 유지하다
820,6급,명문02,명사,명문 대학교
821,6급,명백하다,형용사,명백한 잘못
822,6급,명복,명사,명복을 빌다
823,6급,명분,명사,명분이 없다
824,6급,명승지,명사,명승지를 방문하다
825,6급,명실상부00,명사,
826,6급,명중,명사,과녁 명중
827,6급,명칭,명사,공식 명칭
828,6급,모닥불,명사,모닥불을 피우다
829,6급,모색,명사,방안의 모색
830,6급,모서리,명사,탁자 모서리
831,6급,모순,명사,구조적인 모순
832,6급,모욕,명사,모욕을 느끼다
833,6급,모유,명사,모유를 주다
834,6급,모질다,형용사,성격이 모질다
835,6급,모퉁이,명사,모퉁이를 돌다
836,6급,모티브,명사,작품의 모티브
837,6급,모호하다,형용사,설명이 모호하다
838,6급,목덜미,명사,목덜미를 잡히다
839,6급,몰락,명사,로마의 몰락
840,6급,몰려가다,동사,우르르 몰려가다
841,6급,몰아가다,동사,기세를 몰아가다
842,6급,몰아내다,동사,밖으로 몰아내다
843,6급,몰아넣다,동사,궁지에 몰아넣다
844,6급,몰아쉬다,동사,숨을 몰아쉬다
845,6급,몰아치다,동사,눈보라가 몰아치다
846,6급,몰입,명사,감정 몰입
847,6급,몸집,명사,몸집이 크다
848,6급,못마땅하다,형용사,못마땅한 눈초리
849,6급,묘미,명사,여행의 묘미
850,6급,묘지,명사,묘지를 이장하다
851,6급,묘하다,형용사,기분이 묘하다
852,6급,무공해,명사,무공해 농산물
853,6급,무궁무진,명사,
854,6급,무기력,명사,무기력한 태도
855,6급,무더기,명사,쓰레기 무더기
856,6급,무던히,부사,무던히 노력하다
857,6급,무럭무럭,부사,무럭무럭 자라다
858,6급,무력01,명사,무력 감축
859,6급,무례,명사,무례를 범하다
860,6급,무료하다,형용사,무료한 시간
861,6급,무르다03,형용사,살이 무르다
862,6급,무르익다,동사,곡식이 무르익다
863,6급,무릅쓰다,동사,위험을 무릅쓰다
864,6급,무리01,명사,무리를 이루다
865,6급,무모하다,형용사,무모한 시도
866,6급,무병장수00,명사,
867,6급,무성하다,형용사,잡초가 무성하다
868,6급,무수하다,형용사,무수한 별
869,6급,무수히,부사,무수히 많다
870,6급,무심히,부사,무심히 바라보다
871,6급,무언,명사,무언의 압박
872,6급,무용지물,명사,
873,6급,무작정01/ 무작정02,명사/부사,무작정 덤비다
885,6급,문학적01/ 문학적02,관형사∙ 명사,문학적 감수성
875,6급,무한,명사,무한 반복
876,6급,무형,명사,무형 문화재
877,6급,묵념,명사,묵념에 잠기다
878,6급,묵직하다,형용사,가방이 묵직하다
879,6급,묵히다,동사,김치를 묵히다
880,6급,문과,명사,문과 대학
881,6급,문단02,명사,문단에 진출하다
882,6급,문상,명사,문상을 가다
883,6급,문안02,명사,문안 인사
884,6급,문지르다,동사,수건에 문지르다
891,6급,물리적01/ 물리적02,관형사∙ 명사,물리적 변화
886,6급,문헌,명사,문헌 자료
887,6급,물끄러미,부사,물끄러미 바라보다
888,6급,물들이다,동사,옷감을 물들이다
889,6급,물러가다,동사,제자리로 물러가다
890,6급,물리다03,동사,물건을 도로 물리다
913,6급,민주적01∙ 민주적02,관형사∙ 명사,민주적 절차
892,6급,물자,명사,물자를 공급하다
893,6급,물체,명사,비행 물체
894,6급,미각,명사,미각을 자극하다
895,6급,미남,명사,미남 배우
896,6급,미달,명사,기준 미달
897,6급,미덕,명사,미덕을 베풀다
898,6급,미묘하다,형용사,미묘한 변화
899,6급,미사,명사,미사에 참석하다
900,6급,미숙하다,형용사,운전이 미숙하다
901,6급,미술가,명사,현대 미술가
902,6급,미약하다,형용사,미약한 진동
903,6급,미어지다,동사,셔츠가 미어지다
904,6급,미정,명사,날짜 미정
905,6급,미지,명사,미지의 세계
906,6급,미혼모,명사,미혼모를 돕다
907,6급,미흡하다,형용사,미흡한 설명
908,6급,민간,명사,민간 기업
909,6급,민간단체00,명사,민간단체를 지원하다
910,6급,민망하다,형용사,민망한 장면
911,6급,민족주의,명사,민족주의 사상
912,6급,민주,명사,민주 정치
967,6급,배타적01∙ 배타적02,관형사∙ 명사,배타적 관계
914,6급,민주화,명사,민주화 운동
915,6급,민첩하다,형용사,민첩한 움직임
916,6급,밀도,명사,밀도가 높다
917,6급,밀려나다,동사,뒤로 밀려나다
918,6급,밀려들다,동사,사람이 밀려들다
919,6급,밀림,명사,밀림이 울창하다
920,6급,밀어붙이다,동사,구석으로 밀어붙이다
921,6급,밀어주다,동사,후보를 밀어주다
922,6급,밀접,명사,밀접 지역
923,6급,밀착,명사,밀착 취재
924,6급,밑거름,명사,밑거름이 되다
925,6급,밑창,명사,밑창이 닳다
926,6급,바래다01,동사,색이 바래다
927,6급,바삐,부사,바삐 일하다
928,6급,바짝,부사,바짝 마르다
929,6급,바퀴벌레,명사,바퀴벌레를 잡다
930,6급,박자,명사,박자를 맞추다
931,6급,박탈,명사,자격 박탈
932,6급,반감,명사,반감을 가지다
933,6급,반나절,명사,반나절이 걸리다
934,6급,반도,명사,반도 국가
935,6급,반도체,명사,반도체 산업
936,6급,반론,명사,반론을 제기하다
937,6급,반목,명사,동료 간의 반목
938,6급,반문,명사,반문을 제기하다
939,6급,반세기,명사,반세기 동안
940,6급,반신욕,명사,반신욕의 효과
941,6급,반주01,명사,피아노 반주
942,6급,반칙,명사,반칙 판정
943,6급,받들다,동사,조상을 받들다
944,6급,발각,명사,사건이 발각되다
945,6급,발굴,명사,유적 발굴
946,6급,발단,명사,사건의 발단
947,6급,발돋움,명사,세계로 발돋움하다
948,6급,발령,명사,지방 발령
949,6급,발병02,명사,발병을 예방하다
950,6급,발상02,명사,발상의 전환
951,6급,밥벌이,명사,밥벌이로 삼다
952,6급,밧줄,명사,밧줄로 묶다
953,6급,방귀,명사,방귀를 뀌다
954,6급,방범,명사,방범 초소
955,6급,방사능,명사,방사능 오염
956,6급,방어,명사,방어 자세
957,6급,방언,명사,제주도 방언
958,6급,방치,명사,쓰레기 방치
959,6급,방침,명사,방침을 세우다
960,6급,방패,명사,방패로 막다
961,6급,배상02,명사,손해 배상
962,6급,배설,명사,노폐물 배설
963,6급,배신,명사,배신을 당하다
964,6급,배역,명사,배역을 맡다
965,6급,배제,명사,감정을 배제하다
966,6급,배출00,명사,인재 배출
1008,6급,병적01∙ 병적02,관형사∙ 명사,병적 행동
968,6급,배포,명사,무료 배포
969,6급,배회,명사,거리를 배회하다
970,6급,배후,명사,배후 세력
971,6급,백년해로,명사,
972,6급,백미02,명사,여행의 백미
973,6급,백수01,명사,백수 생활
974,6급,백지,명사,백지에 쓰다
975,6급,백혈병,명사,백혈병에 걸리다
976,6급,번성,명사,자손의 번성
977,6급,번식,명사,세균 번식
978,6급,번영,명사,국가 번영
979,6급,번쩍02,부사,번쩍 들다
980,6급,번창,명사,사업의 번창
981,6급,벌판,명사,드넓은 벌판
982,6급,범주,명사,같은 범주에 속하다
983,6급,범하다,동사,실례를 범하다
984,6급,범행,명사,범행 동기
985,6급,법률가,명사,국제 법률가
986,6급,법안,명사,법안을 검토하다
987,6급,법정01,명사,법정에 출두하다
988,6급,벗,명사,벗을 사귀다
989,6급,벤처,명사,벤처 기업
990,6급,벼르다,동사,복수를 벼르다
991,6급,벽화,명사,벽화를 그리다
992,6급,변02,명사,한강 변
993,6급,변덕,명사,변덕을 부리다
994,6급,변두리,명사,서울 변두리
995,6급,변모,명사,농촌의 변모
996,6급,변변찮다,형용사,옷이 변변찮다
997,6급,변수,명사,변수로 작용하다
998,6급,변천,명사,시대의 변천
999,6급,변형,명사,모양이 변형되다
1000,6급,변호,명사,변호를 맡다
1001,6급,변화무쌍,명사,
1002,6급,별개,명사,별개의 문제
1003,6급,별안간,명사,별안간 뛰어들다
1004,6급,별의별,관형사,별의별 생각
1005,6급,병동,명사,소아과 병동
1006,6급,병상,명사,병상에 눕다
1007,6급,병세,명사,병세가 악화되다
1028,6급,복합적01∙ 복합적02,관형사∙ 명사,복합적 감정
1009,6급,병행,명사,공부와 일의 병행
1010,6급,보건,명사,보건 시설
1011,6급,보답,명사,사랑에 보답하다
1012,6급,보류,명사,계획 보류
1013,6급,보배,명사,나라의 보배
1014,6급,보복,명사,보복을 당하다
1015,6급,보유,명사,주택을 보유하다
1016,6급,보육원,명사,보육원에서 자라다
1017,6급,보잘것없다,형용사,보잘것없는 신세
1018,6급,보조금,명사,학비 보조금
1019,6급,보태다,동사,생활비를 보태다
1020,6급,보호자,명사,보호자 동의
1021,6급,복귀,명사,원상 복귀
1022,6급,복리01,명사,사회의 복리
1023,6급,복부,명사,복부 운동
1024,6급,복수02,명사,복수 지원
1025,6급,복장,명사,간편한 복장
1026,6급,복제,명사,불법 복제
1027,6급,복종,명사,무조건적 복종
1093,6급,비극적01∙ 비극적02,관형사∙ 명사,비극적 운명
1029,6급,본격화00,명사,개발의 본격화
1030,6급,본성,명사,본성을 드러내다
1031,6급,본전,명사,본전도 못 찾다
1032,6급,봉우리,명사,봉우리에 오르다
1033,6급,봐주다,동사,잘못을 봐주다
1034,6급,부가,명사,부가 기능
1035,6급,부각,명사,이미지 부각
1036,6급,부고02,명사,신문에 부고를 내다
1037,6급,부닥치다,동사,벽에 부닥치다
1038,6급,부당,명사,부당 해고
1039,6급,부도01,명사,부도가 나다
1040,6급,부도나다,동사,부도난 수표
1041,6급,부득이,부사,부득이 취소하다
1042,6급,부디,부사,부디 건강하세요
1043,6급,부르짖다,동사,만세를 부르짖다
1044,6급,부리다01,동사,사람을 부려 먹다
1045,6급,부설,명사,부설 기관
1046,6급,부실,명사,부실 체력
1047,6급,부양,명사,가족 부양
1048,6급,부응,명사,기대에 부응하다
1049,6급,부임,명사,대통령 부임
1050,6급,부재,명사,대화의 부재
1051,6급,부진,명사,성적 부진
1052,6급,부착,명사,광고 부착
1053,6급,부추기다,동사,경쟁심을 부추기다
1054,6급,부축,명사,부축을 받다
1055,6급,부패,명사,음식물 부패
1056,6급,부풀리다,동사,머리를 부풀리다
1057,6급,부피,명사,부피를 재다
1058,6급,부활,명사,생명의 부활
1059,6급,북돋다,동사,용기를 북돋다
1060,6급,북돋우다,동사,용기를 북돋우다
1061,6급,북받치다,동사,슬픔이 북받치다
1062,6급,북적거리다,동사,거리가 북적거리다
1063,6급,분간,명사,사물을 분간하다
1064,6급,분기,명사,분기 실적
1065,6급,분담,명사,역할 분담
1066,6급,분배,명사,소득 분배
1067,6급,분별,명사,사리 분별
1068,6급,분분하다,형용사,의견이 분분하다
1069,6급,분산,명사,인구 분산
1070,6급,분열,명사,내부 분열
1071,6급,분유,명사,분유를 먹이다
1072,6급,분쟁,명사,분쟁을 해결하다
1073,6급,분출,명사,가스 분출
1074,6급,분하다,형용사,진 것이 분하다
1075,6급,분해,명사,지방 분해
1076,6급,불경02,명사,불경을 읽다
1077,6급,불과,부사,불과 나흘 전
1078,6급,불러오다,동사,사람을 불러오다
1079,6급,불명,명사,원인 불명
1080,6급,불모지,명사,불모지를 개척하다
1081,6급,불분명하다,형용사,이유가 불분명하
1082,6급,불쑥,부사,불쑥 내밀다
1083,6급,불안정,명사,정서적인 불안정
1084,6급,불어넣다,동사,활력을 불어넣다
1085,6급,불참,명사,회의 불참
1086,6급,불화,명사,가족 불화
1087,6급,불황,명사,경기 불황
1088,6급,불효자00,명사/대명사,불효자가 되다
1089,6급,붐,명사,베이비 붐
1090,6급,붙들리다,동사,손목을 붙들리다
1091,6급,비겁하다,형용사,비겁한 변명
1092,6급,비굴하다,형용사,비굴한 행동
1102,6급,비약적01∙ 비약적02,관형사∙ 명사,비약적 성장
1094,6급,비기다02,동사,비길 데가 없다
1095,6급,비단,부사,비단 -이 아니다
1096,6급,비리다,형용사,비린 냄새
1097,6급,비밀스럽다,형용사,비밀스러운 이야기
1098,6급,비방02,명사,비방과 욕설
1099,6급,비상00,명사,새의 비상
1100,6급,비속어,명사,언어
1101,6급,비스듬히,부사,비스듬히 눕다
1107,6급,비정상적00,관형사∙ 명사,비정상적인 사람
1103,6급,비염,명사,비염에 걸리다
1104,6급,비웃음,명사,비웃음을 사다
1105,6급,비위,명사,비위가 약하다
1106,6급,비전,명사,기업의 비전
1153,6급,사실적01∙ 사실적02,관형사∙ 명사,사실적 묘사
1108,6급,비참하다,형용사,비참한 기분
1109,6급,비품,명사,사무실 비품
1110,6급,비하,명사,직업 비하
1111,6급,빈곤,명사,빈곤 아동
1112,6급,빈민,명사,빈민 계층
1113,6급,빈부,명사,빈부 격차
1114,6급,빈약,명사,내용이 빈약하다
1115,6급,빈털터리,명사,빈털터리 신세
1116,6급,빈틈,명사,빈틈 사이
1117,6급,빈틈없다,형용사,빈틈없는 일정
1118,6급,빈틈없이,부사,빈틈없이 채우다
1119,6급,빈혈,명사,빈혈을 치료하다
1120,6급,빗기다,동사,머리를 빗기다
1121,6급,빗줄기,명사,빗줄기가 떨어지다
1122,6급,빙산,명사,빙산이 녹다
1123,6급,빚어지다,동사,그릇이 빚어지다
1124,6급,빡빡하다,형용사,숲이 나무로 빡빡하다
1125,6급,빤히,부사,빤히 들여다보이다
1126,6급,빼돌리다,동사,정보를 빼돌리다
1127,6급,뺑소니,명사,뺑소니를 치다
1128,6급,뺨치다,동사,어른 뺨치다
1129,6급,뻔뻔하다,형용사,뻔뻔한 태도
1130,6급,뻔히,부사,뻔히 보이다
1131,6급,뻗치다,동사,가지를 뻗치다
1132,6급,뿌리내리다,동사,땅에 뿌리내리다
1133,6급,뿜다,동사,물을 뿜다
1134,6급,뿜어내다,동사,연기를 뿜어내다
1135,6급,사각지대,명사,사각지대에 숨다
1136,6급,사각형,명사,사각형 모양
1137,6급,사격,명사,권총 사격
1138,6급,사고력,명사,사고력을 기르다
1139,6급,사공,명사,사공의 배
1140,6급,사기01,명사,사기를 높이다
1141,6급,사로잡히다,동사,적에게 사로잡히다
1142,6급,사리02,명사,사리 분별
1143,6급,사면초가,명사,
1144,6급,사뭇,부사,사뭇 다르다
1145,6급,사법,명사,사법 기관
1146,6급,사법부,명사,기관
1147,6급,사사건건01/ 사사건건02,명사/부사,사사건건 간섭하다
1148,6급,사상가,명사,계몽주의 사상가
1149,6급,사상누각,명사,
1150,6급,사색02,명사,사색에 잠기다
1151,6급,사슬,명사,사슬을 끊다
1152,6급,사시사철,명사,사시사철 아름답다
1203,6급,생산적01∙ 생산적02,관형사∙ 명사,생산적 사고
1154,6급,사양02,명사,선물을 사양하다
1155,6급,사업주00,명사,사업주 모집
1156,6급,사치스럽다,형용사,사치스러운 생활
1157,6급,사퇴,명사,자진 사퇴
1158,6급,사필귀정,명사,
1159,6급,사회주의,명사,사회주의 체제
1160,6급,사후02,명사,사후 대책
1161,6급,산간,명사,산간 지역
1162,6급,산뜻하다,형용사,기분이 산뜻하다
1163,6급,산림,명사,산림 보호
1164,6급,산만하다,형용사,태도가 산만하다
1165,6급,산맥,명사,태백산맥
1166,6급,산모,명사,산모를 돌보다
1167,6급,산물,명사,바다의 산물
1168,6급,산성,명사,산성 물질
1169,6급,산하02,명사,교육부 산하
1170,6급,살균,명사,살균 처리
1171,6급,살해,명사,살해 용의자
1172,6급,삼각형,명사,삼각형 모양
1173,6급,삼림욕,명사,삼림욕을 즐기다
1174,6급,삼복더위,명사,삼복더위에 시달리다
1175,6급,상03,명사,상을 당하다
1176,6급,상거래,명사,전자 상거래
1177,6급,상당,명사,백만 원 상당
1178,6급,상반00,명사,주장이 상반되다
1179,6급,상봉,명사,이산가족 상봉
1180,6급,상세하다,형용사,설명이 상세하다
1181,6급,상속,명사,재산 상속
1182,6급,상승세,명사,상승세와 하락세
1183,6급,상심,명사,상심에 빠지다
1184,6급,상여,명사,상여 행렬
1185,6급,상용,명사,상용한자
1186,6급,상위,명사,상위와 하위
1187,6급,상위권,명사,상위권에 들다
1188,6급,상응,명사,상응 관계
1189,6급,상이하다,형용사,상이한 방식
1190,6급,상인,명사,노점 상인
1191,6급,상장02,명사,상장을 수여하다
1192,6급,상주01,명사,상주 직원
1193,6급,상체,명사,상체와 하체
1194,6급,상호01/ 상호02,명사/부사,상호 이해
1195,6급,샅샅이,부사,샅샅이 뒤지다
1196,6급,새삼스럽다,형용사,새삼스러운 기분
1197,6급,새옹지마,명사,
1198,6급,색채,명사,화려한 색채
1199,6급,생계,명사,생계를 잇다
1200,6급,생사,명사,생사를 확인하다
1201,6급,생산성,명사,생산성을 높이다
1202,6급,생산자,명사,생산자와 소비자
1213,6급,서민적01∙ 서민적02,관형사∙ 명사,서민적 음식
1204,6급,생산지,명사,인삼 생산지
1205,6급,생성,명사,우주의 생성
1206,6급,생소하다,형용사,생소한 이름
1207,6급,생태02,명사,식물의 생태
1208,6급,생필품,명사,생필품을 구입하다
1209,6급,생활고,명사,생활고를 겪다
1210,6급,생활권,명사,생활권이 넓어지다
1211,6급,서구,명사,서구 문명
1212,6급,서두,명사,서두가 길다
1223,6급,선동적01∙ 선동적02,관형사∙ 명사,선동적 행동
1214,6급,서성거리다,동사,주변을 서성거리다
1215,6급,서슴없이,부사,서슴없이 말하다
1216,6급,서신,명사,서신을 보내다
1217,6급,서열,명사,서열을 따지다
1218,6급,서평,명사,서평을 읽다
1219,6급,선03,명사,선과 악
1220,6급,선고,명사,사망 선고
1221,6급,선교,명사,선교 활동
1222,6급,선교사,명사,해외 선교사
1226,6급,선정적01∙ 선정적02,관형사∙ 명사,선정적인 장면
1224,6급,선뜻,부사,선뜻 응하다
1225,6급,선비01,명사,선비 정신
1229,6급,선풍적01∙ 선풍적02,관형사∙ 명사,선풍적 인기
1227,6급,선조,명사,선조를 모시다
1228,6급,선출,명사,후보 선출
1356,6급,시대적01∙ 시대적02,관형사∙ 명사,시대적 분위기
1230,6급,선하다02,형용사,선한 사람
1231,6급,선행01,명사,선행 연구
1232,6급,섣불리,부사,섣불리 나서다
1233,6급,-설,접사,지동설
1234,6급,설교,명사,설교를 듣다
1235,6급,설령,부사,설령 그렇다고 해도
1236,6급,설비,명사,설비를 갖추다
1237,6급,설상가상,명사,
1238,6급,설움,명사,설움을 겪다
1239,6급,섬유,명사,섬유 유연제
1240,6급,섬유질,명사,섬유질이 풍부하다
1241,6급,섭리,명사,자연의 섭리
1242,6급,섭외,명사,출연자 섭외
1243,6급,성대,명사,성대 결절
1244,6급,성비,명사,성비 불균형
1245,6급,성사,명사,결혼이 성사되다
1246,6급,성장기,명사,성장기를 보내다
1247,6급,성적순00,명사,성적순으로 앉다
1248,6급,성차별,명사,성차별을 당하다
1249,6급,성취도,명사,성취도 평가
1250,6급,성품,명사,사람의 성품
1251,6급,성하다01,형용사,성한 몸
1252,6급,성화01,명사,열화와 같은 성화
1253,6급,세03,명사,세를 징수하다
1254,6급,세04,명사,세력
1255,6급,세관,명사,세관 검사
1256,6급,세밀하다,형용사,묘사가 세밀하다
1257,6급,세심하다,형용사,배려가 세심하다
1258,6급,세태,명사,세태를 반영하다
1259,6급,세포,명사,세포가 분열하다
1260,6급,센서,명사,센서가 작동하다
1261,6급,소동,명사,소동을 일으키다
1262,6급,소란스럽다,형용사,교실이 소란스럽다
1263,6급,소량,명사,소량으로 복용하다
1264,6급,소멸,명사,생성과 소멸
1265,6급,소신02,명사,소신을 가지다
1266,6급,소실,명사,문화재 소실
1267,6급,소아,명사,소아 병동
1268,6급,소양,명사,소양을 갖추다
1269,6급,소외,명사,소외 지역
1270,6급,소위02,부사,
1271,6급,소장01,명사,소장과 대장
1272,6급,소지02,명사,신분증 소지
1273,6급,소프트웨어,명사,소프트웨어를 개발하다
1274,6급,소화기02,명사,소화기를 구비하다
1275,6급,속보02,명사,뉴스 속보
1276,6급,속설,명사,속설이 전해지다
1277,6급,속성02,명사,속성을 지니다
1278,6급,속셈,명사,속셈을 눈치채다
1279,6급,속속들이,부사,속속들이 조사하다
1280,6급,속수무책,명사,
1281,6급,속임수,명사,속임수를 쓰다
1282,6급,손가락질,명사,손가락질을 당하다
1283,6급,손대다,동사,물건에 손대다
1284,6급,손맛,명사,손맛이 좋다
1285,6급,손색,명사,손색이 없다
1286,6급,손수,부사,손수 만들다
1287,6급,손아귀,명사,손아귀에 쥐다
1288,6급,솔01,명사,솔로 닦다
1289,6급,솔깃하다,형용사,귀가 솔깃하다
1290,6급,솟아나다01/솟아나다02,동사/형용사,땀이 솟아나다
1291,6급,솥,명사,솥에 끓이다
1292,6급,쇄도,명사,주문 쇄도
1293,6급,쇠퇴,명사,발전과 쇠퇴
1294,6급,수긍,명사,수긍이 가다
1295,6급,수녀,명사,수녀가 기도하다
1296,6급,수다스럽다,형용사,친구가 수다스럽다
1297,6급,수도03,명사,수도에 정진하다
1298,6급,수두룩하다,형용사,문제가 수두룩하다
